"first_name","last_name","gender","past_3_years_bike_related_purchases","dob","job_title","job_industry_category","wealth_segment","deceased_indicator","owns_car","tenure","address","postcode","state","country","property_valuation","Rank","Value","age","age_category"
"Jaimie","Lancastle","Male",71,"1972-10-23","VP Marketing","n/a","Mass Customer","N","Yes",5,"0 Bay Drive","2750","NSW","Australia","8","722","0.67",51,"Middle adults"
"Glendon","Malham","Male",36,"1965-08-21","Web Designer I","Manufacturing","Mass Customer","N","No",17,"6 Anzinger Pass","3030","VIC","Australia","6","722","0.67",58,"Mature adults"
"Morganica","Bentke","Female",40,"1977-01-03","Marketing Assistant","IT","Affluent Customer","N","Yes",21,"19453 Ramsey Point","3067","VIC","Australia","11","724","0.67",46,"Middle adults"
"Calida","Schaben","Female",54,"1969-03-06","Recruiting Manager","n/a","Mass Customer","N","Yes",10,"1861 Chive Court","2199","NSW","Australia","9","725","0.67",54,"Middle adults"
"Hallsy","Voysey","Male",83,"1970-03-11","Business Systems Development Analyst","n/a","Mass Customer","N","No",16,"9 Westerfield Point","3437","VIC","Australia","9","725","0.67",53,"Middle adults"
"Lanny","Currall","Male",37,"1997-10-23","Developer IV","n/a","High Net Worth","N","Yes",9,"3 Redwing Center","2209","NSW","Australia","10","725","0.67",26,"Young adults"
"Son","Varney","Male",75,"1993-11-02","Analog Circuit Design manager","Property","Mass Customer","N","Yes",10,"189 Bayside Court","2480","NSW","Australia","7","725","0.67",30,"Young adults"
"Bartram","Caltun","Male",28,"1956-09-15","Internal Auditor","Health","Affluent Customer","N","Yes",12,"174 Farwell Point","2121","NSW","Australia","11","725","0.67",67,"Seniors"
"Halette","Borsi","Female",60,"1961-12-10","Research Nurse","Health","Affluent Customer","N","Yes",16,"356 Pennsylvania Point","2128","NSW","Australia","9","725","0.67",62,"Mature adults"
"Killie","Densie","Male",87,"1997-03-28","Environmental Tech","IT","Mass Customer","N","Yes",11,"62 Dryden Junction","2042","NSW","Australia","10","731","0.66",26,"Young adults"
"Mandi","Adamsson","Female",40,"1992-04-07","Programmer Analyst I","Manufacturing","Mass Customer","N","Yes",5,"25 Westerfield Road","4165","QLD","Australia","5","731","0.66",31,"Young adults"
"Kylila","Basezzi","Female",94,"1945-06-11","Assistant Manager","n/a","Mass Customer","N","Yes",9,"64 Armistice Point","4217","QLD","Australia","9","733","0.66",78,"Seniors"
"Calhoun","Mussington","Male",98,"1992-10-13","Dental Hygienist","Health","Mass Customer","N","No",12,"176 Fallview Plaza","2019","NSW","Australia","9","782","0.62",31,"Young adults"
"Shepperd","Leonards","Male",17,"1981-04-14","Chemical Engineer","Manufacturing","Mass Customer","N","Yes",5,"38 Nobel Lane","2147","NSW","Australia","9","733","0.66",42,"Middle adults"
"Hamel","Curzey","Male",11,"1990-04-04","Structural Engineer","n/a","Mass Customer","N","Yes",9,"6936 Homewood Avenue","4000","QLD","Australia","7","733","0.66",33,"Young adults"
"Fancie","Woofendell","Female",68,"1966-09-17","Research Nurse","Health","Mass Customer","N","Yes",6,"8 Crowley Center","4212","QLD","Australia","7","733","0.66",57,"Mature adults"
"Zebulen","Emtage","Male",52,"1963-09-01","Senior Developer","n/a","High Net Worth","N","Yes",17,"44 Ronald Regan Parkway","4352","QLD","Australia","7","733","0.66",60,"Mature adults"
"Micheil","Fleote","Male",48,"1975-09-20","Civil Engineer","Manufacturing","High Net Worth","N","No",16,"174 Lotheville Crossing","2093","NSW","Australia","9","739","0.66",48,"Middle adults"
"Cecily","Faircley","Female",42,"1947-06-12","Accountant IV","IT","Affluent Customer","N","Yes",19,"8 Bluejay Road","4301","QLD","Australia","1","739","0.66",76,"Seniors"
"Glory","Chilcott","Female",49,"1939-09-09",NULL,"Telecommunications","High Net Worth","N","No",9,"4286 Rowland Circle","4165","QLD","Australia","5","741","0.66",84,"Seniors"
"Sinclair","Wark","Male",68,"1974-02-21","Financial Analyst","Financial Services","Mass Customer","N","Yes",11,"44 Thompson Center","2134","NSW","Australia","9","741","0.66",49,"Middle adults"
"Tomaso","Horsley","Male",97,"2001-04-16","Junior Executive","Financial Services","Mass Customer","N","Yes",10,"70360 Onsgard Plaza","3977","VIC","Australia","6","741","0.66",22,"Young adults"
"Gilli","Christophers","Female",70,"1948-03-02","Database Administrator IV","Property","Affluent Customer","N","Yes",17,"53870 Jay Pass","4575","QLD","Australia","9","744","0.66",75,"Seniors"
"Errick","Burgin","Male",87,"1998-08-19","Professor","Entertainment","Mass Customer","N","No",11,"417 Killdeer Alley","2650","NSW","Australia","2","744","0.66",25,"Young adults"
"Damian","Renard","Male",43,"1976-07-19","Software Consultant","Retail","Affluent Customer","N","No",8,"28 Prentice Trail","2155","NSW","Australia","10","744","0.66",47,"Middle adults"
"Agnola","Batterson","Female",86,"1980-01-03","Physical Therapy Assistant","Financial Services","Mass Customer","N","No",7,"216 Bultman Park","4305","QLD","Australia","3","747","0.65",43,"Middle adults"
"Riki","Wandtke","Female",25,"1962-05-12","Librarian","Entertainment","Mass Customer","N","Yes",5,"435 Mitchell Street","4115","QLD","Australia","7","748","0.65",61,"Mature adults"
"Mikol","Eck","Male",99,"1975-07-25","VP Marketing","Financial Services","Mass Customer","N","Yes",21,"15621 Twin Pines Crossing","4130","QLD","Australia","9","748","0.65",48,"Middle adults"
"Phyllis","Wibberley","Female",7,"1971-01-10","Web Designer IV","Retail","Affluent Customer","N","No",11,"03 Bellgrove Avenue","2066","NSW","Australia","12","750","0.65",52,"Middle adults"
"Burt","Vasechkin","Male",33,"1950-04-15","Senior Sales Associate","Retail","Mass Customer","N","Yes",20,"89100 Rusk Crossing","3338","VIC","Australia","2","751","0.65",73,"Seniors"
"Frederigo","Cribbott","Male",35,"1965-03-15","Social Worker","Health","Mass Customer","N","No",16,"42280 Namekagon Crossing","2140","NSW","Australia","8","754","0.65",58,"Mature adults"
"Glenda","Eliet","Female",87,"1974-06-17","Quality Control Specialist","n/a","Mass Customer","N","No",12,"1 Fordem Way","3844","VIC","Australia","7","755","0.64",49,"Middle adults"
"Darb",NULL,"Male",80,"1969-06-04","Food Chemist","Health","Affluent Customer","N","No",10,"780 Bonner Pass","4034","QLD","Australia","5","755","0.64",54,"Middle adults"
"Cal","Van den Velde","Male",22,"1996-03-18","Senior Sales Associate","Financial Services","Affluent Customer","N","Yes",6,"77916 Moland Park","3174","VIC","Australia","6","755","0.64",27,"Young adults"
"Stephani","Sidsaff","Female",32,"1973-09-29","Senior Quality Engineer","Financial Services","Mass Customer","N","Yes",6,"00 Southridge Avenue","2036","NSW","Australia","11","755","0.64",50,"Middle adults"
"Meade","Bampton","Male",69,"1982-04-25","Health Coach III","Health","High Net Worth","N","No",17,"7870 Stuart Crossing","2090","NSW","Australia","7","755","0.64",41,"Middle adults"
"Flore","Cashen","Female",79,"1978-06-21",NULL,"Health","High Net Worth","N","No",17,"4 Vera Pass","2640","NSW","Australia","4","760","0.64",45,"Middle adults"
"Leighton","Firbanks","Male",51,"1973-12-22","Teacher","Retail","Affluent Customer","N","No",21,"7234 Sycamore Pass","4178","QLD","Australia","3","760","0.64",50,"Middle adults"
"Petr","Westman","Male",5,"1987-11-02","Nurse Practicioner","Property","Mass Customer","N","No",7,"98454 Dapin Park","4556","QLD","Australia","7","760","0.64",36,"Middle adults"
"Simmonds","Bapty","Male",52,"2002-01-04","Junior Executive","Financial Services","Affluent Customer","N","No",8,"47 Susan Park","2025","NSW","Australia","12","760","0.64",21,"Young adults"
"Hagen","MacCarter","Male",93,"1983-02-08",NULL,"Entertainment","Affluent Customer","N","Yes",15,"7 Ramsey Trail","3172","VIC","Australia","9","760","0.64",40,"Middle adults"
"Cazzie","Stanwix","Male",37,"1960-10-01","Research Assistant IV","Manufacturing","High Net Worth","N","Yes",11,"6026 Mallory Drive","4561","QLD","Australia","7","760","0.64",63,"Mature adults"
"Geoff","Gwillym","Male",89,"1999-02-22","Clinical Specialist","Health","Affluent Customer","N","No",8,"1 Eliot Plaza","2323","NSW","Australia","4","760","0.64",24,"Young adults"
"Simonette",NULL,"Female",4,"1990-04-06","VP Product Management","Manufacturing","Affluent Customer","N","Yes",6,"66 Hoffman Court","2232","NSW","Australia","8","760","0.64",33,"Young adults"
"Deirdre","Sturgeon","Female",11,"1965-12-22","VP Sales","Retail","Mass Customer","N","Yes",9,"7 Sycamore Terrace","2232","NSW","Australia","10","760","0.64",58,"Mature adults"
"Andrea","Pendle","Female",86,"1938-08-05",NULL,"n/a","High Net Worth","N","Yes",13,"31281 Meadow Valley Way","4500","QLD","Australia","6","760","0.64",85,"Seniors"
"Juliann","Siemantel","Female",86,"1947-12-15","Librarian","Entertainment","Mass Customer","N","No",22,"28 Parkside Park","3046","VIC","Australia","8","760","0.64",76,"Seniors"
"Janaye","Eade","Female",23,"1984-12-13","Chief Design Engineer","Health","Affluent Customer","N","No",4,"2782 Northridge Street","2420","NSW","Australia","3","760","0.64",39,"Middle adults"
"Dylan","Stranio","Male",47,"1953-04-02","Project Manager","Manufacturing","High Net Worth","N","Yes",9,"3662 Beilfuss Lane","2170","NSW","Australia","8","773","0.63",70,"Seniors"
"Mel","Rochford","Female",11,"1989-07-23","Assistant Professor","Retail","Mass Customer","N","Yes",4,"56334 Vera Crossing","3013","VIC","Australia","9","774","0.63",34,"Young adults"
"Elvin","Trayhorn","Male",46,"1993-06-02","VP Accounting","Financial Services","High Net Worth","N","No",10,"79 Sheridan Point","2231","NSW","Australia","10","774","0.63",30,"Young adults"
"Sonni","Milligan","Female",73,"1988-03-05","Budget/Accounting Analyst III","Retail","Mass Customer","N","Yes",14,"04769 Dahle Plaza","3170","VIC","Australia","9","774","0.63",35,"Middle adults"
"Kellina","Haygreen","Female",38,"1966-01-19","Librarian","Entertainment","Affluent Customer","N","No",18,"5731 Bunker Hill Lane","2046","NSW","Australia","10","778","0.63",57,"Mature adults"
"Yuma","Dennick","Male",40,"1972-11-10",NULL,"Manufacturing","Mass Customer","N","Yes",6,"89244 Macpherson Trail","2528","NSW","Australia","8","778","0.63",51,"Middle adults"
"Ashleigh",NULL,"Female",46,"1996-04-05","Budget/Accounting Analyst III","n/a","Mass Customer","N","Yes",6,"922 Utah Avenue","3204","VIC","Australia","12","780","0.62",27,"Young adults"
"Therese","Brotherhood","Female",30,"1981-07-28","Food Chemist","Health","Mass Customer","N","No",10,"25044 Bay Avenue","2042","NSW","Australia","10","780","0.62",42,"Middle adults"
"Pansie","Beccero","Female",35,"1964-07-07","Software Test Engineer I","Financial Services","Affluent Customer","N","Yes",10,"315 Hudson Road","4818","QLD","Australia","5","782","0.62",59,"Mature adults"
"Reinaldos","Simmig","Male",55,"1955-01-15","Nurse Practicioner","Manufacturing","High Net Worth","N","No",8,"6112 Mariners Cove Park","3147","VIC","Australia","10","782","0.62",68,"Seniors"
"Rafi","Brettelle","Male",89,"1956-08-12","Operator","Health","High Net Worth","N","No",6,"11 Brickson Park Alley","2166","NSW","Australia","10","786","0.62",67,"Seniors"
"Fey",NULL,"Female",48,"1957-09-04","Research Nurse","Health","High Net Worth","N","Yes",11,"77 Paget Park","3147","VIC","Australia","12","786","0.62",66,"Seniors"
"Verne","Loalday","Male",1,"1982-03-20","Marketing Assistant","IT","High Net Worth","N","No",7,"598 Memorial Place","2082","NSW","Australia","10","788","0.61",41,"Middle adults"
"Eleonora","Wiszniewski","Female",49,"1980-04-23","Financial Advisor","Financial Services","Affluent Customer","N","No",9,"6227 Quincy Terrace","4740","QLD","Australia","2","788","0.61",43,"Middle adults"
"Fayre","Brannigan","Female",32,"1992-10-13","Geological Engineer","Manufacturing","Mass Customer","N","Yes",9,"31351 Sunbrook Place","2234","NSW","Australia","10","788","0.61",31,"Young adults"
"Eachelle","Noirel","Female",93,"1974-01-26","Registered Nurse","Health","Affluent Customer","N","Yes",11,"80 Schiller Center","2292","NSW","Australia","6","791","0.61",49,"Middle adults"
"Carl","Troyes","Male",4,"1973-03-12","Associate Professor","Property","Mass Customer","N","No",7,"1217 Melody Alley","3109","VIC","Australia","10","791","0.61",50,"Middle adults"
"Cordie","Brankley","Female",79,"1954-09-21","Librarian","Entertainment","High Net Worth","N","No",18,"46 Westerfield Place","2195","NSW","Australia","6","793","0.61",69,"Seniors"
"Jackie","Pays","Male",21,"1955-11-09","Developer I","Health","Mass Customer","N","No",9,"75024 Ronald Regan Hill","2135","NSW","Australia","12","794","0.61",68,"Seniors"
"Carroll","Schlagman","Female",61,"1951-08-25","Clinical Specialist","Health","Affluent Customer","N","No",13,"15 Fisk Road","2099","NSW","Australia","9","795","0.60",72,"Seniors"
"Frans","Idale","Male",1,"1969-10-03","Nurse","Manufacturing","Mass Customer","N","No",10,"96 Hermina Place","4350","QLD","Australia","2","795","0.60",54,"Middle adults"
"Amara","Clow","Female",47,"1966-11-17","Biostatistician IV","Financial Services","Mass Customer","N","Yes",13,"99376 Namekagon Street","3101","VIC","Australia","12","797","0.60",57,"Mature adults"
"Anthony","Morison","Male",7,"1938-06-08","General Manager","Health","Mass Customer","N","No",12,"276 Derek Circle","2759","NSW","Australia","9","797","0.60",85,"Seniors"
"Cherye","Stanfield","Female",0,"1981-07-05","Environmental Tech","Manufacturing","Affluent Customer","N","No",13,"56766 Mariners Cove Place","2256","NSW","Australia","9","797","0.60",42,"Middle adults"
"Ansell","Tolhurst","Male",77,"1949-08-11","Chemical Engineer","Manufacturing","Affluent Customer","N","No",22,"13 Montana Place","2232","NSW","Australia","10","797","0.60",74,"Seniors"
"Erminie","Rabidge","Female",64,"1982-03-09",NULL,"Manufacturing","High Net Worth","N","No",17,"1969 Melody Lane","2170","NSW","Australia","8","801","0.60",41,"Middle adults"
"Rosene","Beckey","Female",25,"1974-05-21","Account Executive","Health","Mass Customer","N","Yes",14,"02463 Portage Center","2107","NSW","Australia","11","801","0.60",49,"Middle adults"
"Darlleen","Shalcras","Female",77,"1980-09-14","Health Coach I","Health","Mass Customer","N","No",11,"383 Graceland Avenue","2010","NSW","Australia","10","801","0.60",43,"Middle adults"
"Bryon","Goundry","Male",79,"1951-02-05","Marketing Manager","Manufacturing","Mass Customer","N","No",21,"005 Kensington Street","4165","QLD","Australia","5","804","0.60",72,"Seniors"
"Sherwin","Minocchi","Male",71,"1947-07-13","Project Manager","n/a","Mass Customer","N","Yes",11,"1 Alpine Crossing","2536","NSW","Australia","8","804","0.60",76,"Seniors"
"Luci","Dyter","Female",12,"1952-05-30","Software Test Engineer I","Manufacturing","High Net Worth","N","No",20,"2 Namekagon Trail","3981","VIC","Australia","7","804","0.60",71,"Seniors"
"Sloan","Pudney","Male",83,"1964-11-10","Junior Executive","Financial Services","Affluent Customer","N","No",16,"6771 Pleasure Terrace","4557","QLD","Australia","9","804","0.60",59,"Mature adults"
"Otes","Elegood","Male",67,"1940-11-25","Programmer III","Financial Services","High Net Worth","N","No",21,"2632 Del Mar Point","2226","NSW","Australia","11","808","0.60",83,"Seniors"
"Davie","Blay","Male",94,"1985-12-19","Financial Analyst","Financial Services","Mass Customer","N","No",8,"7021 5th Alley","2770","NSW","Australia","7","808","0.60",38,"Middle adults"
"Dorolice","Osmon","Female",46,"1961-01-15",NULL,"Financial Services","Affluent Customer","N","No",15,"602 Clove Center","3046","VIC","Australia","6","810","0.59",62,"Mature adults"
"Meade","McReedy","Female",94,"1968-11-23","Safety Technician IV","Financial Services","Affluent Customer","N","Yes",9,"04153 Johnson Point","2193","NSW","Australia","10","810","0.59",55,"Mature adults"
"Rikki","Chaffey","Male",69,"1945-06-11","Chemical Engineer","Manufacturing","Mass Customer","N","No",20,"9 Spohn Way","4127","QLD","Australia","1","810","0.59",78,"Seniors"
"Adria","Van den Velde","Female",39,"1978-07-10","Nuclear Power Engineer","Manufacturing","Affluent Customer","N","Yes",9,"6030 Becker Plaza","2261","NSW","Australia","7","810","0.59",45,"Middle adults"
"Maddalena","Hencke","Female",61,"1952-12-09","Help Desk Operator","n/a","High Net Worth","N","No",22,"64037 Swallow Crossing","4170","QLD","Australia","5","810","0.59",71,"Seniors"
"Rand","Winchcum","Male",34,"2000-04-10","Software Consultant","n/a","Affluent Customer","N","No",3,"4594 Jackson Hill","2146","NSW","Australia","7","810","0.59",23,"Young adults"
"Rowen","Sollas","Male",38,"1960-04-23","Dental Hygienist","Health","Mass Customer","N","No",5,"4 Anzinger Street","4556","QLD","Australia","8","817","0.59",63,"Mature adults"
"Boothe","Hayselden","Male",42,"1940-05-18","Computer Systems Analyst III","Health","Mass Customer","N","Yes",17,"33 Pond Point","2291","NSW","Australia","10","817","0.59",83,"Seniors"
"Noak","Sleany","Male",1,"1965-05-04","Budget/Accounting Analyst I","Financial Services","Affluent Customer","N","No",17,"1 Roth Plaza","3121","VIC","Australia","10","817","0.59",58,"Mature adults"
"Callean","Wass","Male",65,"1988-12-15","GIS Technical Architect","Financial Services","Affluent Customer","N","No",14,"0593 Stoughton Center","3073","VIC","Australia","8","820","0.58",35,"Middle adults"
"Keelby","Sudlow","Male",96,"1988-09-01","Marketing Assistant","Manufacturing","High Net Worth","N","No",12,"8042 Cherokee Court","3163","VIC","Australia","8","820","0.58",35,"Middle adults"
"Rodrique","Vernon","Male",70,"1978-08-06","Budget/Accounting Analyst III","Manufacturing","Affluent Customer","N","No",17,"5864 Mcbride Trail","3174","VIC","Australia","8","820","0.58",45,"Middle adults"
"Brod","Attrey","Male",46,"1966-11-05","Budget/Accounting Analyst III","n/a","Mass Customer","N","Yes",14,"180 Lakewood Park","2194","NSW","Australia","8","820","0.58",57,"Mature adults"
"Becky","Lassen","Female",11,"1973-05-11","Sales Associate","Financial Services","Mass Customer","N","Yes",7,"41153 Pond Park","2251","NSW","Australia","8","820","0.58",50,"Middle adults"
"Tessa","Heakey","Female",43,"1971-05-31","Senior Financial Analyst","Financial Services","Mass Customer","N","No",9,"6233 Fulton Point","3337","VIC","Australia","6","820","0.58",52,"Middle adults"
"Herbert","Henryson","Male",21,"1995-10-10","Marketing Manager","n/a","Mass Customer","N","No",4,"05123 Bobwhite Plaza","2528","NSW","Australia","9","820","0.58",28,"Young adults"
"Cristie","Bence","Female",49,"2000-04-17","Automation Specialist II","n/a","High Net Worth","N","No",9,"3413 Schmedeman Court","4122","QLD","Australia","8","828","0.58",23,"Young adults"
"Renate","Whyte","Female",60,"1963-12-08","Registered Nurse","Health","High Net Worth","N","Yes",15,"4189 Laurel Center","2620","NSW","Australia","7","828","0.58",60,"Mature adults"
"Toma","Woolforde","Female",67,"1992-03-09","Cost Accountant","Financial Services","Mass Customer","N","Yes",5,"76 Melody Avenue","2092","NSW","Australia","12","830","0.58",31,"Young adults"
"Dorie","Dunleavy","Female",24,"1962-05-05","Registered Nurse","Health","Affluent Customer","N","No",12,"1 Mcguire Lane","3356","VIC","Australia","4","830","0.58",61,"Mature adults"
"Ellie","Toope","Female",29,"1973-08-11","Staff Accountant III","Property","High Net Worth","N","Yes",4,"8734 Fulton Hill","2156","NSW","Australia","11","832","0.58",50,"Middle adults"
"Leonora","Swetenham","Female",66,"1967-10-05",NULL,"IT","Mass Customer","N","Yes",10,"660 Hallows Place","2026","NSW","Australia","10","832","0.58",56,"Mature adults"
"Teodor","Mullinder","Male",56,"1962-08-26","Nuclear Power Engineer","Manufacturing","High Net Worth","N","No",11,"43 Pond Junction","3216","VIC","Australia","5","832","0.58",61,"Mature adults"
"Jared","Fendlow","Male",79,"1963-08-25","Media Manager II","Financial Services","Mass Customer","N","No",15,"6195 Bellgrove Lane","4211","QLD","Australia","7","832","0.58",60,"Mature adults"
"Andy","Deeming","Male",79,"1979-01-09","Payment Adjustment Coordinator","Manufacturing","Affluent Customer","N","Yes",7,"63386 Talisman Hill","4556","QLD","Australia","8","832","0.58",44,"Middle adults"
"Monty","Thomazin","Male",7,"1951-09-16","Quality Engineer","n/a","Mass Customer","N","Yes",13,"30738 Muir Avenue","3105","VIC","Australia","10","838","0.57",72,"Seniors"
"Briano","Janowski","Male",66,"1994-07-17","Analyst Programmer","n/a","Mass Customer","N","No",7,"3259 Eagan Parkway","2066","NSW","Australia","8","838","0.57",29,"Young adults"
"Ginger",NULL,"Male",94,"1939-02-19","Human Resources Manager","n/a","Mass Customer","N","No",11,"160 Fremont Point","2259","NSW","Australia","8","840","0.57",84,"Seniors"
"Logan","Colomb","Male",74,"1948-01-01","Recruiter","n/a","Mass Customer","N","Yes",19,"266 Lakewood Terrace","2761","NSW","Australia","8","840","0.57",75,"Seniors"
"Nichols","Devinn","Male",47,"1979-09-29","Recruiter","n/a","Affluent Customer","N","No",11,"5280 Waxwing Point","2071","NSW","Australia","12","842","0.57",44,"Middle adults"
"Catha","Davitt","Female",79,"1958-04-16","Environmental Specialist","Property","High Net Worth","N","Yes",6,"192 South Junction","2567","NSW","Australia","7","843","0.57",65,"Seniors"
"Melosa","McOwan","Female",25,"2001-04-17","Compensation Analyst","Financial Services","Mass Customer","N","No",12,"900 Victoria Way","2211","NSW","Australia","9","843","0.57",22,"Young adults"
"Maris","Leete","Female",21,"1973-04-14","Engineer IV","Retail","Mass Customer","N","No",7,"06 Main Alley","4300","QLD","Australia","4","845","0.56",50,"Middle adults"
"Wilburt","Padden","Male",22,"1994-09-30","Engineer I","Manufacturing","Mass Customer","N","No",3,"22 Muir Avenue","2148","NSW","Australia","5","845","0.56",29,"Young adults"
"Rosabelle","Godsmark","Female",60,"1995-10-19","Executive Secretary","n/a","Mass Customer","N","Yes",3,"4871 Caliangt Hill","4102","QLD","Australia","8","845","0.56",28,"Young adults"
"Guilbert","Bearns","Male",42,"1982-10-29","Financial Analyst","Financial Services","Mass Customer","N","Yes",5,"47776 Packers Street","3226","VIC","Australia","8","845","0.56",41,"Middle adults"
"Meridith","Urwin","Female",62,"1997-03-07","Registered Nurse","Health","High Net Worth","N","Yes",10,"535 Graedel Circle","2444","NSW","Australia","7","845","0.56",26,"Young adults"
"Leeland",NULL,"Male",66,"1957-01-24","VP Quality Control","Telecommunications","High Net Worth","N","No",12,"9 Stephen Center","4122","QLD","Australia","4","845","0.56",66,"Seniors"
"Gerta","Porrett","Female",46,"1959-11-13","Registered Nurse","Health","High Net Worth","N","No",12,"074 Badeau Crossing","3250","VIC","Australia","2","851","0.56",64,"Mature adults"
"Karrah","Howell","Female",63,"1956-11-07","Civil Engineer","Manufacturing","Mass Customer","N","No",17,"4897 Melody Road","2566","NSW","Australia","9","851","0.56",67,"Seniors"
"Alick","Baise","Male",62,"1998-08-16","Pharmacist","Health","Mass Customer","N","Yes",1,"096 Gateway Road","2747","NSW","Australia","8","851","0.56",25,"Young adults"
"Casandra","Betteridge","Female",29,"1942-09-10","Cost Accountant","Financial Services","Affluent Customer","N","Yes",9,"68 Bluestem Center","3166","VIC","Australia","10","854","0.56",81,"Seniors"
"Maurine","Clee","Female",45,"1980-09-13","Automation Specialist II","Property","High Net Worth","N","Yes",5,"6 Maple Plaza","2042","NSW","Australia","10","854","0.56",43,"Middle adults"
"Darwin","Bumpas","Male",24,"1978-12-27","Junior Executive","Health","Affluent Customer","N","Yes",18,"6812 Gina Point","3082","VIC","Australia","7","856","0.56",45,"Middle adults"
"Hayes","Daveren","Male",32,"1953-03-27","VP Quality Control","Manufacturing","Affluent Customer","N","Yes",11,"1 Becker Parkway","4350","QLD","Australia","2","856","0.56",70,"Seniors"
"Piper","Issacov","Female",67,"1939-11-08","Human Resources Assistant III","Health","Affluent Customer","N","Yes",22,"52201 Tony Avenue","2088","NSW","Australia","9","856","0.56",84,"Seniors"
"Markus","Pendrey","Male",88,"1959-08-01","Clinical Specialist","Health","Affluent Customer","N","Yes",12,"2382 Anthes Crossing","2153","NSW","Australia","10","859","0.56",64,"Mature adults"
"Sile","Zappel","Female",47,"1958-03-29","Business Systems Development Analyst","IT","High Net Worth","N","No",15,"44350 Buell Alley","4018","QLD","Australia","6","859","0.56",65,"Seniors"
"Craggy","Happel","Male",37,"1979-02-10","Marketing Manager","Manufacturing","High Net Worth","N","Yes",8,"23 Del Sol Alley","3064","VIC","Australia","6","859","0.56",44,"Middle adults"
"Egor","Mariette","Male",42,"1980-11-26","Financial Advisor","Financial Services","Affluent Customer","N","No",3,"79 Mockingbird Plaza","3163","VIC","Australia","7","862","0.55",43,"Middle adults"
"Reinald","Bembrigg","Male",54,"1953-08-21","Senior Financial Analyst","Financial Services","Affluent Customer","N","No",10,"858 Portage Hill","2770","NSW","Australia","7","862","0.55",70,"Seniors"
"Kissie","Line","Female",2,"2000-05-20","Environmental Tech","Manufacturing","Affluent Customer","N","Yes",7,"629 Grasskamp Junction","2200","NSW","Australia","9","862","0.55",23,"Young adults"
"Quentin","Gerleit","Female",32,"1990-09-15","Associate Professor","Manufacturing","Mass Customer","N","No",4,"88 Aberg Circle","3806","VIC","Australia","8","865","0.55",33,"Young adults"
"Karoly","Burgoine","Male",57,"1947-04-06","Account Representative IV","Health","High Net Worth","N","Yes",21,"18 Morning Circle","3012","VIC","Australia","2","865","0.55",76,"Seniors"
"Clarine","Piecha","Female",99,"1964-12-07","Dental Hygienist","Health","High Net Worth","N","No",14,"7523 Eggendart Hill","4151","QLD","Australia","10","865","0.55",59,"Mature adults"
"Mycah","Beaston","Male",11,"1961-07-31","Environmental Specialist","n/a","High Net Worth","N","Yes",12,"2 Mandrake Street","2221","NSW","Australia","11","865","0.55",62,"Mature adults"
"Clemmie","Bartoszewicz","Female",87,"1958-07-28","Statistician IV","Financial Services","Mass Customer","N","No",8,"727 Morrow Parkway","3197","VIC","Australia","9","865","0.55",65,"Seniors"
"Randall","Mason","Male",95,"1974-07-28","Product Engineer","Health","Mass Customer","N","Yes",12,"83497 Memorial Plaza","2570","NSW","Australia","11","870","0.54",49,"Middle adults"
"Donica","Humby","Female",47,"1967-06-01","Senior Cost Accountant","Financial Services","Mass Customer","N","No",4,"488 Briar Crest Court","2101","NSW","Australia","12","871","0.54",56,"Mature adults"
"Lotty","Loach","Female",76,"1961-08-23","Nurse","Health","High Net Worth","N","Yes",7,"78451 South Street","2380","NSW","Australia","3","871","0.54",62,"Mature adults"
"Marie-jeanne","Breawood","Female",37,"1953-10-12","Clinical Specialist","Health","High Net Worth","N","No",8,"6 Prairieview Pass","2770","NSW","Australia","6","871","0.54",70,"Seniors"
"Babara","Sissel","Female",50,"1974-06-08",NULL,"IT","Mass Customer","N","Yes",21,"5 Ohio Road","3169","VIC","Australia","10","871","0.54",49,"Middle adults"
"Rodolphe","Glenton","Male",88,"1974-09-28","Programmer Analyst II","Financial Services","Affluent Customer","N","No",11,"4787 Golf Terrace","3163","VIC","Australia","7","871","0.54",49,"Middle adults"
"Thorvald","Duckerin","Male",58,"1995-10-20","Electrical Engineer","Manufacturing","Affluent Customer","N","Yes",1,"4 Pine View Junction","3021","VIC","Australia","8","871","0.54",28,"Young adults"
"Paulina","Iannuzzelli","Female",57,"1956-03-08","Automation Specialist I","Manufacturing","Mass Customer","N","No",19,"097 Hollow Ridge Alley","2118","NSW","Australia","11","877","0.54",67,"Seniors"
"Ricki","Padefield","Male",43,"1948-08-03","Automation Specialist III","Manufacturing","Affluent Customer","N","Yes",13,"860 Barby Lane","4275","QLD","Australia","9","877","0.54",75,"Seniors"
"Lizette","McKeaveney","Female",30,"1994-04-11","Assistant Manager","Health","High Net Worth","N","Yes",13,"6412 Butternut Road","2050","NSW","Australia","10","879","0.54",29,"Young adults"
"Muffin","Bhar","Male",44,"1966-04-07",NULL,"n/a","Affluent Customer","N","No",19,"15 Weeping Birch Crossing","2448","NSW","Australia","4","879","0.54",57,"Mature adults"
"Brigg","Himsworth","Male",63,"1973-10-10",NULL,"Telecommunications","Mass Customer","N","Yes",9,"771 Union Crossing","4570","QLD","Australia","6","882","0.54",50,"Middle adults"
"Judi","Cazereau","Female",22,"1997-03-03","GIS Technical Architect","n/a","Affluent Customer","N","Yes",13,"22 Farmco Avenue","3851","VIC","Australia","3","883","0.53",26,"Young adults"
